Judge,Offense,AverageIncarcerationYear,TotalCasesYear,TotalIncarcerationYears,MaxSentenceYear,MinSentenceYear,StdDevSentenceYear,MedianSentenceYear,ModeSentenceYear,AverageProbationMonth,TotalProbationMonthInstances,TotalIncarcerationMonth,MaxProbationMonth,MinProbationMonth,StdDevProbationMonth,MedianProbationMonth,ModeProbationMonth,County,Judgeid
ALVIN LITTLE,MANUF/DISTR CDS OR INTENT TO M,417.142857142857,7,2920,1825,0,742.921357114697,0,0,14.5714285714286,7,102,24,0,10.3094963158107,18,18,ESX,
ALVIN LITTLE,OBSTRUCT ADMIN OF LAW-OBSTRUCT,1095,2,2190,2190,0,1548.56385079854,1095,0,0,2,0,0,0,0,0,0,ESX,
ALVIN LITTLE,POSS CDS-FAILS TO GIVE CDS TO,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ESX,
ALVIN LITTLE,POSS CDS/ANALOG - SCHD I II II,0,5,0,0,0,0,0,0,20.4,5,102,24,18,2.50998007960223,21,18,ESX,
ALVIN LITTLE,POSS OF WEAPON FOR UNLAWFUL PU,155,1,155,155,155,,155,155,36,1,36,36,36,,36,36,ESX,
ALVIN LITTLE,POSSESSION OF FIREARM WHILE CO,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,ESX,
ALVIN LITTLE,PROMOTING GAMBLING - ANY OTHER,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ALVIN LITTLE,RECEIVNG STOLEN PROP-KNOW PROP,243.333333333333,6,1460,1460,0,596.04250407724,0,0,14,6,84,24,0,11.0090871556183,19.5,0,ESX,
ALVIN LITTLE,RESIST ARR/ELUD-AFTER INSTRUCT,0,1,0,0,0,,0,0,27,1,27,27,27,,27,27,ESX,
ALVIN LITTLE,RESIST ARR/ELUD-FLIGHT PREVENT,0,1,0,0,0,,0,0,15,1,15,15,15,,15,15,ESX,
ALVIN LITTLE,RESIST ARR/ELUD-MV OP- RISK OF,1460,2,2920,1460,1460,0,1460,1460,0,2,0,0,0,0,0,0,ESX,
ALVIN LITTLE,RESIST ARR/ELUD-PREVENTS OFFIC,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ALVIN LITTLE,ROBBERY-INFLICTS BI OR USES FO,1885,3,5655,2735,1095,821.644692065859,1825,1095,0,3,0,0,0,0,0,0,ESX,
ALVIN LITTLE,ROBBERY-THREAT OR FEAR OF BI -,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,ESX,
ALVIN LITTLE,SIMPLE ASSAULT-PURPOSELY/KNOWI,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,ESX,
ALVIN LITTLE,SIMPLE ASSAULT-THREAT OF SBI B,0,3,0,0,0,0,0,0,9,3,27,15,0,7.93725393319377,12,0,ESX,
ALVIN LITTLE,SIMPLE ASSAULT-THREAT SBI PHYS,0,1,0,0,0,,0,0,6,1,6,6,6,,6,6,ESX,
ALVIN LITTLE,TERRORISTIC THREATS-THREAT TO,0,2,0,0,0,0,0,0,25.5,2,51,36,15,14.8492424049175,25.5,15,ESX,
ALVIN LITTLE,THEFT BY DECEPTION-VALUE LESS,0,1,0,0,0,,0,0,6,1,6,6,6,,6,6,ESX,
ALVIN LITTLE,THEFT BY UNLAWFL TAKNG-MOVABLE,161,5,805,420,0,220.805344138225,0,0,7.8,5,39,24,0,11.144505372604,0,0,ESX,
ALVIN LITTLE,THEFT OF SERVCS-KNOW SERVCS CO,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ALVIN LITTLE,THROWING BODILY FLUID AT LAW E,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ALVIN LITTLE,UNLAWFUL POSS WEAPON-HANDGUNS,1663.57142857143,7,11645,1825,1260,275.691770607961,1825,1825,0,7,0,0,0,0,0,0,ESX,
ALVIN LITTLE,USE/POSS W/INTEUSE/POSS W/INT,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,ESX,
ALVIN LITTLE,WANDERING/PROWLING TO OBTAIN/S,0,6,0,0,0,0,0,0,4,6,24,24,0,9.79795897113271,0,0,ESX,
ALVIN LITTLE,WEAPONS-MANU/TRANSPO/DISP/DEFA,0,1,0,0,0,,0,0,45,1,45,45,45,,45,45,ESX,
ANDREA G CARTER,AGG ASSAULT - ON DOMESTIC VIOL,182.5,6,1095,1095,0,447.03187805793,0,0,24,6,144,36,0,13.145341380124,24,24,MID,
ANDREA G CARTER,AGG ASSAULT - STRANGLE DOMESTI,547.5,2,1095,1095,0,774.28192539927,547.5,0,12,2,24,24,0,16.9705627484771,12,0,MID,
ANDREA G CARTER,AGG ASSAULT-ATTEMPT/CAUSE BI W,0,3,0,0,0,0,0,0,28,3,84,36,12,13.856406460551,36,36,MID,
ANDREA G CARTER,AGG ASSAULT-ATTEMPT/CAUSE SBI,1216.66666666667,3,3650,1460,1095,210.732848254213,1095,1095,0,3,0,0,0,0,0,0,MID,
ANDREA G CARTER,AGG ASSAULT-ATTEMPT/CAUSE SIGN,121.333333333333,3,364,364,0,210.155497985024,0,0,28,3,84,36,24,6.92820323027551,24,24,MID,
ANDREA G CARTER,AGG ASSAULT-ON LAW ENFORCEMENT,0,4,0,0,0,0,0,0,9,4,36,24,0,11.4891252930761,6,0,MID,
ANDREA G CARTER,AGG SEX ASSAULT-VIC >=13 & <16,2920,1,2920,2920,2920,,2920,2920,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,AGGRAVATED MANSLAUGHTER-EXTREM,6205,1,6205,6205,6205,,6205,6205,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,ASSAULT BY AUTO/VESSEL BI VIOL,64.8571428571429,7,454,364,0,136.107100685978,0,0,33.4285714285714,7,234,48,18,11.9283575686561,36,24,MID,
ANDREA G CARTER,ASSAULT BY AUTO/VESSEL SBI VIO,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MID,
ANDREA G CARTER,"BAD CHECKS-VALUE $200-<$1,000",0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,BAD CHECKS-VALUE <$200,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,MID,
ANDREA G CARTER,BAIL JUMPING -UNDERLYING OFFEN,0,2,0,0,0,0,0,0,36,2,72,36,36,0,36,36,MID,
ANDREA G CARTER,BURGLARY-ENTERING STRUCTURE ET,1177.95454545455,22,25915,3650,0,941.966862083836,1460,1460,8.18181818181818,22,180,48,0,15.8794157372318,0,0,MID,
ANDREA G CARTER,CAUSING DEATH WHILE DRIVING W/,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MID,
ANDREA G CARTER,CDS - MANU/DIST/PWID - HEROIN/,973.333333333333,6,5840,2920,0,1192.08500815448,730,0,12,6,72,36,0,18.5903200617956,0,0,MID,
ANDREA G CARTER,CDS - MANU/DIST/PWID - MARIJ=/,182,2,364,364,0,257.386868351903,182,0,36,2,72,36,36,0,36,36,MID,
ANDREA G CARTER,CDS - MANU/DIST/PWID - OTHER S,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MID,
ANDREA G CARTER,CDS - MANU/DIST/PWID -MARI =/>,3650,1,3650,3650,3650,,3650,3650,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,CDS - UNDER INFLUENCE W/O PRES,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,MID,
ANDREA G CARTER,CDS/ANALOG - DISTRIBUTE ON/NEA,938.428571428571,7,6569,1460,0,552.001466526692,1095,1095,3.42857142857143,7,24,24,0,9.07114735222145,0,0,MID,
ANDREA G CARTER,CERT PERSON NOT TO HAVE WEAP P,1825,4,7300,1825,1825,0,1825,1825,0,4,0,0,0,0,0,0,MID,
ANDREA G CARTER,CERTAIN PERSONS NOT TO HAVE WE,360,1,360,360,360,,360,360,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,CONSPIRACY,0,2,0,0,0,0,0,0,36,2,72,36,36,0,36,36,MID,
ANDREA G CARTER,CONSPIRACY - AGREE/AID IN COND,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,MID,
ANDREA G CARTER,CONSPIRACY - AGREE/ENGAGE IN C,723,15,10845,2555,0,831.484902362721,260,0,9.6,15,144,36,0,14.4854606909332,0,0,MID,
ANDREA G CARTER,CONTEMPT - VIOLATE DV ORDER BY,0,2,0,0,0,0,0,0,9,2,18,18,0,12.7279220613579,9,0,MID,
ANDREA G CARTER,CONTEMPT-VIOLATE JUDICIAL/REST,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,MID,
ANDREA G CARTER,CREDIT CARD CRIME-CRED CARD TH,121.666666666667,3,365,365,0,210.732848254213,0,0,8,3,24,24,0,13.856406460551,0,0,MID,
ANDREA G CARTER,CREDIT CARD CRIME-INT TO COMM,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,CREDIT CARD THEFT - FRAUDULENT,547.5,2,1095,1095,0,774.28192539927,547.5,0,18,2,36,36,0,25.4558441227157,18,0,MID,
ANDREA G CARTER,CRIMINAL MISCHIEF-DAMAGE PROPE,14.8333333333333,6,89,89,0,36.3340978512838,0,0,17,6,102,36,0,16.2849623886578,15,0,MID,
ANDREA G CARTER,CRIMINAL SEXUAL CONTACT,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MID,
ANDREA G CARTER,CRIMINAL TRESPASS-RESEARCH FAC,180,2,360,360,0,254.558441227157,180,0,24,2,48,48,0,33.9411254969543,24,0,MID,
ANDREA G CARTER,CRIMINAL TRESPASS-STRUCT OTHER,0,2,0,0,0,0,0,0,6,2,12,12,0,8.48528137423857,6,0,MID,
ANDREA G CARTER,CRIMINAL TRESPASS-UNLCNSED ENT,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,CRUELTY & NEGLECT OF CHILDREN,0,4,0,0,0,0,0,0,25.5,4,102,36,18,7.54983443527075,24,24,MID,
ANDREA G CARTER,CYBER HARASS SEND/POST OBSCENE,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,MID,
ANDREA G CARTER,DISORDERLY CONDUCT-IMPROP BEHA,0,2,0,0,0,0,0,0,6,2,12,12,0,8.48528137423857,6,0,MID,
ANDREA G CARTER,DIST/POSS CDS W/IN 500 FT PUBL,2555,1,2555,2555,2555,,2555,2555,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,ENDANGERING-ABUSE/NEGLECT OF A,521.428571428571,7,3650,3650,0,1379.57032648368,0,0,24,7,168,36,0,16.9705627484771,36,36,MID,
ANDREA G CARTER,ENDANGERING-SEXUAL CONDUCT WIT,121.333333333333,3,364,364,0,210.155497985024,0,0,0,3,0,0,0,0,0,0,MID,
ANDREA G CARTER,ESCAPE-FROM DETENTION,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,FAILURE TO MAKE LAWFUL DISPOSI,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MID,
ANDREA G CARTER,FALSE IMPRISONMENT,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,FALSE REPRT TO LAW ENFOR-FICT,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MID,
ANDREA G CARTER,FENCING-DEALING IN STOLEN PROP,0,2,0,0,0,0,0,0,42,2,84,48,36,8.48528137423857,42,36,MID,
ANDREA G CARTER,FENCING-POSSESSION OF ALTERED,547.5,2,1095,1095,0,774.28192539927,547.5,0,9,2,18,18,0,12.7279220613579,9,0,MID,
ANDREA G CARTER,FORGERY-UTTER FORGED DOCS-GOV,181.333333333333,3,544,364,0,182.003662966802,180,0,32,3,96,36,24,6.92820323027551,36,36,MID,
ANDREA G CARTER,FORGRY-FALSE AUTH OF WRIT-GOV,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MID,
ANDREA G CARTER,HARASSMENT WHILE IMPRISONED OR,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MID,
ANDREA G CARTER,HARASSMENT-COMMUNICATION IN MA,0,3,0,0,0,0,0,0,4,3,12,12,0,6.92820323027551,0,0,MID,
ANDREA G CARTER,HARASSMENT-STRIKING/OFFENSIVE,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,MID,
ANDREA G CARTER,HINDERING-HARBOR ANOTHER-UNDER,180,1,180,180,180,,180,180,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,INSURANCE FRAUD-FALSE CLAIM ET,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MID,
ANDREA G CARTER,KNOWING LEAVING SCENE OF MV AC,4015,1,4015,4015,4015,,4015,4015,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,LEADER OF A CHILD PORNOGRAPHY,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MID,
ANDREA G CARTER,"MANU/DIST/DISP-CDS-HEROIN,METH",1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,MANUF/DISTR CDS OR INTENT TO M,1142.30434782609,23,26273,4380,0,1280.31876126017,1095,0,15.6521739130435,23,360,60,0,21.5377231337614,0,0,MID,
ANDREA G CARTER,MISAPPLICATION OF ENTRUSTED PR,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MID,
ANDREA G CARTER,MONEY LAUNDERING-ENG TRANS W/I,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MID,
ANDREA G CARTER,OBSERVE W/O CONSENT-ANOTHERS I,364,1,364,364,364,,364,364,36,1,36,36,36,,36,36,MID,
ANDREA G CARTER,OBSTRUCT ADMIN OF LAW-OBSTRUCT,7.14285714285714,7,50,50,0,18.8982236504614,0,0,8.57142857142857,7,60,36,0,15.0427960926722,0,0,MID,
ANDREA G CARTER,OBTAINING CDS/ANALOG BY FRAUD/,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MID,
ANDREA G CARTER,OPERATE MV DURING LICENSE SUSP,180,1,180,180,180,,180,180,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,POSS CDS-FAILS TO GIVE CDS TO,0,6,0,0,0,0,0,0,8,6,48,12,0,6.19677335393187,12,12,MID,
ANDREA G CARTER,POSS CDS/ANALOG - SCHD I II II,456.973684210526,38,17365,1460,0,556.435153786893,0,0,19.2631578947368,38,732,108,0,23.0975419430777,18,0,MID,
ANDREA G CARTER,POSS CDS/ANALOG - SCHD V,0,1,0,0,0,,0,0,48,1,48,48,48,,48,48,MID,
ANDREA G CARTER,POSS OF WEAPON FOR UNLAWFUL PU,584,5,2920,1825,0,840.293103625158,0,0,14.4,5,72,36,0,19.718012070186,0,0,MID,
ANDREA G CARTER,POSS/DIST WITHIN 500 FT CERTAI,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MID,
ANDREA G CARTER,POSS/OBTAIN SYNTHETIC CANNABIN,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,PROMOTE PROST: SOLICIT OR PROC,7,1,7,7,7,,7,7,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,RECEIVING STOLEN PROPERTY-VAL,1460,2,2920,1825,1095,516.18795026618,1460,1095,0,2,0,0,0,0,0,0,MID,
ANDREA G CARTER,RECEIVNG STOLEN PROP-KNOW PROP,1095,5,5475,1460,0,632.19854476264,1460,1460,9.6,5,48,48,0,21.466252583998,0,0,MID,
ANDREA G CARTER,RESIST ARR/ELUD-AFTER INSTRUCT,0,5,0,0,0,0,0,0,36,5,180,60,24,14.6969384566991,36,24,MID,
ANDREA G CARTER,RESIST ARR/ELUD-FLIGHT PREVENT,511,2,1022,658,364,207.889393668845,511,364,0,2,0,0,0,0,0,0,MID,
ANDREA G CARTER,RESIST ARR/ELUD-MV OP- RISK OF,547.5,2,1095,1095,0,774.28192539927,547.5,0,18,2,36,36,0,25.4558441227157,18,0,MID,
ANDREA G CARTER,RESIST ARR/ELUD-PREVENTS OFFIC,0,4,0,0,0,0,0,0,6,4,24,24,0,12,0,0,MID,
ANDREA G CARTER,RESIST ARR/ELUD-USE/THREATEN F,0,2,0,0,0,0,0,0,18,2,36,24,12,8.48528137423857,18,12,MID,
ANDREA G CARTER,ROBBERY-INFLICTS BI OR USES FO,2311.66666666667,3,6935,2555,1825,421.465696508427,2555,2555,0,3,0,0,0,0,0,0,MID,
ANDREA G CARTER,ROBBERY-THREAT OR FEAR OF BI,1581.66666666667,3,4745,2555,1095,842.931393016854,1095,1095,0,3,0,0,0,0,0,0,MID,
ANDREA G CARTER,ROBBERY-THREAT OR FEAR OF BI -,2920,1,2920,2920,2920,,2920,2920,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,SEXUAL ASSAULT-VIC < 13 & DEF,1916.25,4,7665,2190,1825,182.5,1825,1825,0,4,0,0,0,0,0,0,MID,
ANDREA G CARTER,SHOPLIFTING-CONCEAL MERCH-RETA,364,1,364,364,364,,364,364,24,1,24,24,24,,24,24,MID,
ANDREA G CARTER,SHOPLIFTING-CONCEAL MERCHANDIS,75,4,300,180,0,90,60,0,39,4,156,60,0,28.3548937575157,48,60,MID,
ANDREA G CARTER,SHOPLIFTING-TAKE MERCH W/O PAY,0,2,0,0,0,0,0,0,18,2,36,24,12,8.48528137423857,18,12,MID,
ANDREA G CARTER,"SIMPLE ASSAULT-PURP/KNOW B.I.,",0,5,0,0,0,0,0,0,7.2,5,36,12,0,6.57267069006199,12,12,MID,
ANDREA G CARTER,SIMPLE ASSAULT-PURPOSELY/KNOWI,0,5,0,0,0,0,0,0,7.2,5,36,24,0,10.733126291999,0,0,MID,
ANDREA G CARTER,SIMPLE ASSAULT-THREAT SBI PHYS,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,SPECIAL SENTENCE PSL/CSL - VIO,637.5,4,2550,1095,0,548.338399166063,727.5,1095,0,4,0,0,0,0,0,0,MID,
ANDREA G CARTER,SPECULATE/WAGER OFFICIAL ACTIO,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,MID,
ANDREA G CARTER,STRICT LIABILITY VEHICULAR HOM,364,1,364,364,364,,364,364,36,1,36,36,36,,36,36,MID,
ANDREA G CARTER,TAMPER W/PUB RECS-DESTROY LEO,360,1,360,360,360,,360,360,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,TERRORISTIC THREATS-THREAT TO,91,4,364,364,0,182,0,0,30,4,120,36,24,6.92820323027551,30,24,MID,
ANDREA G CARTER,TERRORISTIC THREATS-THREATEN I,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MID,
ANDREA G CARTER,THEFT BY DECEPTION-VALUE $500-,0,2,0,0,0,0,0,0,54,2,108,60,48,8.48528137423857,54,48,MID,
ANDREA G CARTER,THEFT BY UNLAWFL TAKNG-MOVABLE,107.294117647059,17,1824,1460,0,359.547591548373,0,0,29.6470588235294,17,504,48,0,13.4950971489213,36,36,MID,
ANDREA G CARTER,THEFT BY UNLAWFL TAKNG-VALUE $,0,1,0,0,0,,0,0,18,1,18,18,18,,18,18,MID,
ANDREA G CARTER,THEFT BY UNLAWFUL TAKNG-MOVABL,0,2,0,0,0,0,0,0,24,2,48,24,24,0,24,24,MID,
ANDREA G CARTER,THEFT-FROM THE PERSON OF ANOTH,0,3,0,0,0,0,0,0,12,3,36,36,0,20.7846096908265,0,0,MID,
ANDREA G CARTER,"THEFT-VALUE BETWEEN $500-$74,9",1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,THROWING BODILY FLUID AT LAW E,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,MID,
ANDREA G CARTER,TRADEMARK COUNT:DISP ETC CNTFE,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,MID,
ANDREA G CARTER,UNLAW TAKING MEANS CONVEYANCE-,0,3,0,0,0,0,0,0,44,3,132,48,36,6.92820323027551,48,48,MID,
ANDREA G CARTER,UNLAWFUL POSS WEAP - OTHER WEA,180,3,540,540,0,311.769145362398,0,0,12,3,36,24,0,12,12,0,MID,
ANDREA G CARTER,UNLAWFUL POSS WEAPON - HANDGUN,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,MID,
ANDREA G CARTER,UNLAWFUL POSS WEAPON-HANDGUNS,1657,10,16570,1825,1260,270.536504006391,1825,1825,0,10,0,0,0,0,0,0,MID,
ANDREA G CARTER,USE/POSS W/INTENT TO USE DRUG,0,2,0,0,0,0,0,0,6,2,12,12,0,8.48528137423857,6,0,MID,
ANDREA G CARTER,WANDERING/PROWLING TO OBTAIN/S,0,3,0,0,0,0,0,0,4,3,12,12,0,6.92820323027551,0,0,MID,
ANDREA G CARTER,WITNESS TAMPERING-RET AGAINST,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,MID,
ANGELA F BORKOWSKI,ABUSE/ABANDONMENT/CRUELTY & NE,312,1,312,312,312,,312,312,24,1,24,24,24,,24,24,SOM,
ANGELA F BORKOWSKI,AGG ASSAULT - ON DOMESTIC VIOL,662.666666666667,3,1988,1825,0,1009.90412086165,163,0,32,3,96,60,0,30.199337741083,36,0,"HNT, SOM",
ANGELA F BORKOWSKI,AGG ASSAULT - STRANGLE DOMESTI,212.25,4,849,485,0,250.013832950632,182,0,31.5,4,126,60,6,22.6495033058123,30,6,"HNT, SOM",
ANGELA F BORKOWSKI,AGG ASSAULT-ATTEMPT/CAUSE BI W,431.5,4,1726,1460,0,697.038258156131,133,0,33,4,132,60,0,24.738633753706,36,36,"HNT, SOM",
ANGELA F BORKOWSKI,AGG ASSAULT-ATTEMPT/CAUSE SBI,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,HNT,
ANGELA F BORKOWSKI,AGG ASSAULT-ATTEMPT/CAUSE SIGN,159,3,477,477,0,275.396078403452,0,0,32,3,96,60,0,30.199337741083,36,0,"HNT, SOM",
ANGELA F BORKOWSKI,AGG ASSAULT-CAUSE INJURY WITH,0,2,0,0,0,0,0,0,30,2,60,36,24,8.48528137423857,30,24,HNT,
ANGELA F BORKOWSKI,AGG ASSAULT-ON LAW ENFORCEMENT,71.5,4,286,266,0,130.00897404923,10,0,27,4,108,60,0,26.6082693913001,24,0,"HNT, SOM",
ANGELA F BORKOWSKI,AGG ASSLT SBI,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,SOM,
ANGELA F BORKOWSKI,AGG SEX ASSAULT-VIC >=13 & <16,3650,1,3650,3650,3650,,3650,3650,0,1,0,0,0,,0,0,SOM,
ANGELA F BORKOWSKI,ASSAULT BY AUTO/VESSEL BI VIOL,0,2,0,0,0,0,0,0,60,2,120,60,60,0,60,60,"HNT, SOM",
ANGELA F BORKOWSKI,ASSAULT BY AUTO/VESSEL-RECKLES,180,1,180,180,180,,180,180,0,1,0,0,0,,0,0,HNT,
ANGELA F BORKOWSKI,"BAD CHECKS-VALUE $1,000-<$75,0",0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,SOM,
ANGELA F BORKOWSKI,BIAS INTIMIDATION-UNDERLYING O,18,1,18,18,18,,18,18,24,1,24,24,24,,24,24,HNT,
ANGELA F BORKOWSKI,BURGLARY-ENTERING STRUCTURE ET,254.772727272727,44,11210,1460,0,395.696904421974,0.5,0,30.8181818181818,44,1356,60,0,26.4428059652339,36,0,"HNT, SOM",
ANGELA F BORKOWSKI,BURGLARY-REMAIN IN STRUCTURE E,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,SOM,
ANGELA F BORKOWSKI,CDS - MANU/DIST/PWID - HEROIN/,310,6,1860,1095,0,416.984891812641,200.5,0,28,6,168,60,0,23.5966099260042,36,36,"HNT, SOM",
ANGELA F BORKOWSKI,CDS - MANU/DIST/PWID - MARIJ >,0,2,0,0,0,0,0,0,30,2,60,36,24,8.48528137423857,30,24,SOM,
ANGELA F BORKOWSKI,CDS - MANU/DIST/PWID - MARIJ=/,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,SOM,
ANGELA F BORKOWSKI,CDS - MANU/DIST/PWID - METH -,81,1,81,81,81,,81,81,0,1,0,0,0,,0,0,HNT,
ANGELA F BORKOWSKI,CDS - MANU/DIST/PWID - OTHER S,180,1,180,180,180,,180,180,0,1,0,0,0,,0,0,SOM,
ANGELA F BORKOWSKI,CDS-MANU/DIST/PWID-MARIJ=/>1OZ,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,SOM,
ANGELA F BORKOWSKI,CDS/ANALOG - DISTRIBUTE ON/NEA,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,HNT,
ANGELA F BORKOWSKI,CERTAIN PERSONS NOT TO HAVE WE,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,HNT,
ANGELA F BORKOWSKI,CIRCULATE FALSE REPORT OF IMPE,93,1,93,93,93,,93,93,36,1,36,36,36,,36,36,SOM,
ANGELA F BORKOWSKI,CONSPIRACY,773,2,1546,1460,86,971.564717350316,773,86,0,2,0,0,0,0,0,0,HNT,
ANGELA F BORKOWSKI,CONSPIRACY - AGREE/ENGAGE IN C,92.8205128205128,78,7240,1825,0,318.385445712099,0,0,30.7179487179487,78,2396,60,0,22.6003662973979,36,36,"HNT, SOM",
ANGELA F BORKOWSKI,CONTEMPT - VIOLATE DOMESTIC VI,377.5,2,755,555,200,251.022907321224,377.5,200,5,2,10,10,0,7.07106781186548,5,0,"HNT, SOM",
ANGELA F BORKOWSKI,CONTEMPT - VIOLATE DV ORDER BY,66.6666666666667,3,200,200,0,115.470053837925,0,0,0,3,0,0,0,0,0,0,"HNT, SOM",
ANGELA F BORKOWSKI,CONTEMPT-VIOLATE JUDICIAL/REST,121.333333333333,6,728,540,0,218.455182283842,0,0,24.1666666666667,6,145,60,0,29.2329722516659,12.5,0,"HNT, SOM",
ANGELA F BORKOWSKI,CREDIT CARD CRIME-CRED CARD TH,0.333333333333333,6,2,1,0,0.516397779494322,0,0,18.1666666666667,6,109,24,1,9.68331899023608,24,24,"HNT, SOM",
ANGELA F BORKOWSKI,CREDIT CARD CRIMES-POSSESS MAT,63.5,2,127,120,7,79.9030662740799,63.5,7,12,2,24,24,0,16.9705627484771,12,0,HNT,
ANGELA F BORKOWSKI,CREDIT CARD THEFT - FRAUDULENT,159.5,4,638,638,0,319,0,0,39,4,156,60,0,28.3548937575157,48,60,"HNT, SOM",
ANGELA F BORKOWSKI,CRIMINAL ATTEMPT - PURPOSELY E,0,2,0,0,0,0,0,0,60,2,120,60,60,0,60,60,SOM,
ANGELA F BORKOWSKI,CRIMINAL ATTEMPT-DEFINITION-DO,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,SOM,
ANGELA F BORKOWSKI,CRIMINAL ATTEMPT-OMISSION STEP,730,3,2190,1095,0,632.19854476264,1095,1095,12,3,36,36,0,20.7846096908265,0,0,SOM,
ANGELA F BORKOWSKI,CRIMINAL COERCION-THREAT INFLC,548,1,548,548,548,,548,548,0,1,0,0,0,,0,0,HNT,
ANGELA F BORKOWSKI,CRIMINAL MISCHIEF-DAMAGE PROPE,175.5,10,1755,626,0,233.986822990811,68,0,24,10,240,60,0,27.1293199325011,12,0,"HNT, SOM",
ANGELA F BORKOWSKI,CRIMINAL SEXUAL CONTACT,66,8,528,450,0,157.541831179622,0,0,20,8,160,36,0,17.6554321871283,25,36,"HNT, SOM",
ANGELA F BORKOWSKI,CRIMINAL TRESPASS-RESEARCH FAC,45,4,180,180,0,90,0,0,33,4,132,60,0,26.6082693913001,36,0,HNT,
ANGELA F BORKOWSKI,CRIMINAL TRESPASS-STRUCT OTHER,2.66666666666667,3,8,6,0,3.05505046330389,2,0,0,3,0,0,0,0,0,0,HNT,
