Judge,Offense,AverageIncarcerationYear,TotalCasesYear,TotalIncarcerationYears,MaxSentenceYear,MinSentenceYear,StdDevSentenceYear,MedianSentenceYear,ModeSentenceYear,AverageProbationMonth,TotalProbationMonthInstances,TotalIncarcerationMonth,MaxProbationMonth,MinProbationMonth,StdDevProbationMonth,MedianProbationMonth,ModeProbationMonth,ID
ANGELO SERVIDIO,THEFT BY UNLAWFL TAKNG-VALUE $,730.0,2,1460,1460,0,1032.3759005323593,730.0,0,9.0,2,18,18,0,12.727922061357855,9.0,0,164
ANGELO SERVIDIO,THEFT-BY EXTORTION,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,165
ANGELO SERVIDIO,UNLAW TAKING MEANS CONVEYANCE-,817.5,2,1635,1095,540,392.44426355853386,817.5,540,0.0,2,0,0,0,0.0,0.0,0,166
ANGELO SERVIDIO,UNLAWFUL POSS WEAP - OTHER WEA,286.5,2,573,540,33,358.5031380615796,286.5,33,0.0,2,0,0,0,0.0,0.0,0,167
ANGELO SERVIDIO,UNLAWFUL POSS WEAPON - HANDGUN,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,168
ANGELO SERVIDIO,UNLAWFUL POSS WEAPON-HANDGUNS,1825.0,2,3650,1825,1825,0.0,1825.0,1825,0.0,2,0,0,0,0.0,0.0,0,169
ANGELO SERVIDIO,UNLAWFUL POSSESSION OF WEAPONS,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,170
ANGELO SERVIDIO,USE/POSS W/INTEUSE/POSS W/INT,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,171
ANGELO SERVIDIO,WANDER/REMAIN/PROWL IN PUBLIC,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,172
ANGELO SERVIDIO,WANDERING/PROWLING TO OBTAIN/S,0.0,3,0,0,0,0.0,0.0,0,8.0,3,24,12,0,6.928203230275509,12.0,12,173
ANGELO SERVIDIO,WITNESS TAMPERING-TO CAUSE FLS,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,174
ANTHONY F PICHECA JR,AGG ASSAULT-ASSAULT ON CORREC/,441.0,1,441,441,441,,441.0,441,24.0,1,24,24,24,,24.0,24,175
ANTHONY F PICHECA JR,AGG ASSAULT-ATTEMPT/CAUSE BI W,364.0,1,364,364,364,,364.0,364,0.0,1,0,0,0,,0.0,0,176
ANTHONY F PICHECA JR,AGG ASSAULT-ATTEMPT/CAUSE SIGN,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,177
ANTHONY F PICHECA JR,ASSAULT BY AUTO/VESSEL BI VIOL,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,178
ANTHONY F PICHECA JR,ASSAULT BY AUTO/VESSEL-RECKLES,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,179
ANTHONY F PICHECA JR,BURGLARY-ENTERING STRUCTURE ET,566.3333333333334,6,3398,1460,0,582.1733991403821,361.5,0,4.0,6,24,24,0,9.797958971132712,0.0,0,180
ANTHONY F PICHECA JR,CERT PERSON NOT TO HAVE WEAP P,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0,181
ANTHONY F PICHECA JR,CIRCULATE FALSE REPORT OF IMPE,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,182
ANTHONY F PICHECA JR,CONTEMPT - VIOLATE DOMESTIC VI,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,183
ANTHONY F PICHECA JR,CONTEMPT - VIOLATE DV ORDER BY,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,184
ANTHONY F PICHECA JR,CONTEMPT-VIOLATE JUDICIAL/REST,540.0,2,1080,540,540,0.0,540.0,540,0.0,2,0,0,0,0.0,0.0,0,185
ANTHONY F PICHECA JR,CREDIT CARD THEFT - FRAUDULENT,270.0,1,270,270,270,,270.0,270,36.0,1,36,36,36,,36.0,36,186
ANTHONY F PICHECA JR,CRIMINAL ATTEMPT - PURPOSELY E,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,187
ANTHONY F PICHECA JR,CRIMINAL ATTEMPT-OMISSION STEP,1277.5,2,2555,2555,0,1806.6578259316288,1277.5,0,12.0,2,24,24,0,16.97056274847714,12.0,0,188
ANTHONY F PICHECA JR,CRIMINAL RESTRAINT - RISK OF S,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,189
ANTHONY F PICHECA JR,EXHIBIT FALSE MOTOR VEHICLE IN,3.0,1,3,3,3,,3.0,3,0.0,1,0,0,0,,0.0,0,190
ANTHONY F PICHECA JR,FORGERY-UTTER FORGED DOCS-GOV,242.66666666666666,3,728,364,0,210.15549798502377,364.0,364,13.333333333333334,3,40,24,4,10.066445913694334,12.0,4,191
ANTHONY F PICHECA JR,IDENTITY CRIME-REP SELF AS ANO,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,192
ANTHONY F PICHECA JR,INVASION OF PRIVACY-RECORD SEX,364.0,1,364,364,364,,364.0,364,60.0,1,60,60,60,,60.0,60,193
ANTHONY F PICHECA JR,KNOWINGLY LEAVE SCENE OF ACCID,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,194
ANTHONY F PICHECA JR,MANUF/DISTR CDS OR INTENT TO M,182.0,2,364,364,0,257.3868683519033,182.0,0,12.0,2,24,24,0,16.97056274847714,12.0,0,195
ANTHONY F PICHECA JR,MONEY LAUNDERING-TRANSP/POSSES,60.0,1,60,60,60,,60.0,60,24.0,1,24,24,24,,24.0,24,196
ANTHONY F PICHECA JR,OBSTRUCT ADMIN OF LAW-OBSTRUCT,136.0,1,136,136,136,,136.0,136,12.0,1,12,12,12,,12.0,12,197
ANTHONY F PICHECA JR,POSS CDS/ANALOG - SCHD I II II,146.7391304347826,23,3375,1095,0,320.51538289438895,0.0,0,21.91304347826087,23,504,60,0,16.03947699067483,24.0,24,198
ANTHONY F PICHECA JR,POSS OF WEAPON FOR UNLAWFUL PU,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,199
ANTHONY F PICHECA JR,POSS/DIST/PWID - IMITATION CDS,71.0,2,142,142,0,100.40916292848975,71.0,0,30.0,2,60,36,24,8.48528137423857,30.0,24,200
ANTHONY F PICHECA JR,POSS/SELL HYPODERMIC SYRINGE F,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,201
ANTHONY F PICHECA JR,POSSESSION OF FIREARM WHILE CO,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,202
ANTHONY F PICHECA JR,PRESC/LEGEND DRUGS-DISTRIBUTE,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,203
ANTHONY F PICHECA JR,RECEIVNG STOLEN PROP-KNOW PROP,547.5,2,1095,1095,0,774.2819253992695,547.5,0,12.0,2,24,24,0,16.97056274847714,12.0,0,204
ANTHONY F PICHECA JR,REG OF SEX OFF-NOTICE OF CHANG,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,205
ANTHONY F PICHECA JR,RESIST ARR/ELUD-AFTER INSTRUCT,180.0,1,180,180,180,,180.0,180,0.0,1,0,0,0,,0.0,0,206
ANTHONY F PICHECA JR,RESIST ARR/ELUD-FLIGHT PREVENT,364.0,1,364,364,364,,364.0,364,0.0,1,0,0,0,,0.0,0,207
ANTHONY F PICHECA JR,RESIST ARR/ELUD-MV OP- RISK OF,5475.0,1,5475,5475,5475,,5475.0,5475,0.0,1,0,0,0,,0.0,0,208
ANTHONY F PICHECA JR,ROBBERY-THREAT OR FEAR OF BI -,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0,209
ANTHONY F PICHECA JR,SHOPLIFTING-CONCEAL MERCH-RETA,0.0,1,0,0,0,,0.0,0,6.0,1,6,6,6,,6.0,6,210
ANTHONY F PICHECA JR,SHOPLIFTING-TAKE MERCH W/OUT P,0.0,4,0,0,0,0.0,0.0,0,9.0,4,36,12,0,6.0,12.0,12,211
ANTHONY F PICHECA JR,THEFT BY DECEPTION-VALUE $500-,0.0,2,0,0,0,0.0,0.0,0,30.0,2,60,36,24,8.48528137423857,30.0,24,212
ANTHONY F PICHECA JR,THEFT BY DECEPTION-VALUE LESS,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,36,0,25.45584412271571,18.0,0,213
ANTHONY F PICHECA JR,THEFT BY UNLAWFL TAKNG-MOVABLE,729.8,5,3649,1095,0,516.3648903633941,1095.0,1095,4.8,5,24,24,0,10.73312629199899,0.0,0,214
ANTHONY F PICHECA JR,THEFT BY UNLAWFL TAKNG-VALUE L,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,215
ANTHONY F PICHECA JR,THROWING BODILY FLUID AT LAW E,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,216
ANTHONY F PICHECA JR,UNLAWFUL POSS WEAPON - HANDGUN,219.0,1,219,219,219,,219.0,219,24.0,1,24,24,24,,24.0,24,217
ANTHONY F PICHECA JR,UNLAWFUL POSS WEAPON-HANDGUNS,1094.5,2,2189,1825,364,1033.083007313546,1094.5,364,12.0,2,24,24,0,16.97056274847714,12.0,0,218
ANTHONY F PICHECA JR,WANDERING/PROWLING TO OBTAIN/S,0.0,2,0,0,0,0.0,0.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0,219
ANTHONY MASSI,AGG ASSAULT - ON DOMESTIC VIOL,547.5,2,1095,1095,0,774.2819253992695,547.5,0,18.0,2,36,36,0,25.45584412271571,18.0,0,220
ANTHONY MASSI,AGG ASSAULT - STRANGLE DOMESTI,138.0,1,138,138,138,,138.0,138,0.0,1,0,0,0,,0.0,0,221
ANTHONY MASSI,AGG ASSAULT W/ FIREARM,540.0,2,1080,540,540,0.0,540.0,540,0.0,2,0,0,0,0.0,0.0,0,222
ANTHONY MASSI,AGG ASSAULT-ATTEMPT/CAUSE SBI,1413.5,2,2827,2555,272,1614.324781448888,1413.5,272,12.0,2,24,24,0,16.97056274847714,12.0,0,223
ANTHONY MASSI,AGG ASSAULT-ATTEMPT/CAUSE SIGN,163.0,2,326,326,0,230.5168106668145,163.0,0,12.0,2,24,24,0,16.97056274847714,12.0,0,224
ANTHONY MASSI,BURGLARY-ENTERING STRUCTURE ET,803.0,5,4015,1825,0,791.3011436867762,1095.0,0,9.6,5,48,24,0,13.145341380123988,0.0,0,225
ANTHONY MASSI,CDS - MANU/DIST/PWID - HEROIN/,1520.8333333333333,6,9125,3650,0,1373.8100911940728,1825.0,1825,8.0,6,48,24,0,12.393546707863734,0.0,0,226
ANTHONY MASSI,CDS/ANALOG - DISTRIBUTE ON/NEA,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,227
ANTHONY MASSI,CERT PERSON NOT TO HAVE WEAP P,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,228
ANTHONY MASSI,CERTAIN PERSONS NOT TO HAVE WE,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,229
ANTHONY MASSI,CONTEMPT - VIOLATE DOMESTIC VI,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,230
ANTHONY MASSI,CONTEMPT-VIOLATE JUDICIAL/REST,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,231
ANTHONY MASSI,CREDIT CARD CRIME-CRED CARD TH,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,232
ANTHONY MASSI,CRIMINAL ATTEMPT - PURPOSELY E,1581.6666666666667,3,4745,2190,1095,557.5467095529606,1460.0,1095,0.0,3,0,0,0,0.0,0.0,0,233
ANTHONY MASSI,CRIMINAL MISCHIEF-DAMAGE PROPE,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,234
ANTHONY MASSI,CRIMINAL MISCHIEF-ENDANGER-MOR,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,235
ANTHONY MASSI,CRUELTY & NEGLECT OF CHILDREN,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,236
ANTHONY MASSI,CRUELTY TO ANIMALS-BOD INJ-FAI,0.0,1,0,0,0,,0.0,0,18.0,1,18,18,18,,18.0,18,237
ANTHONY MASSI,ENDANGERING-ABUSE/NEGLECT OF A,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,238
ANTHONY MASSI,ENDANGERING-SEXUAL CONDUCT WIT,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,239
ANTHONY MASSI,MANUF/DISTR CDS OR INTENT TO M,912.5,4,3650,1825,0,1053.6642412710669,912.5,0,15.0,4,60,36,0,18.0,12.0,0,240
ANTHONY MASSI,POSS CDS/ANALOG - SCHD I II II,0.0,2,0,0,0,0.0,0.0,0,30.0,2,60,36,24,8.48528137423857,30.0,24,241
ANTHONY MASSI,REG OF SEX OFF-NOTICE OF CHANG,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,242
ANTHONY MASSI,ROBBERY-INFLICTS BI OR USES FO,1215.0,1,1215,1215,1215,,1215.0,1215,0.0,1,0,0,0,,0.0,0,243
ANTHONY MASSI,SEXUAL ASSAULT-VIC < 13 & DEF,1915.0,2,3830,2555,1275,905.0966799187809,1915.0,1275,0.0,2,0,0,0,0.0,0.0,0,244
ANTHONY MASSI,SIMPLE ASSAULT-PURPOSELY/KNOWI,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,245
ANTHONY MASSI,TERRORISTIC THREATS-THREAT TO,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,246
ANTHONY MASSI,THEFT BY DECEPTION-VALUE $500-,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,247
ANTHONY MASSI,THEFT BY UNLAWFL TAKNG-MOVABLE,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,248
ANTHONY MASSI,UNLAWFUL POSS WEAP - RIFLES/SH,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,249
ANTHONY MASSI,UNLAWFUL POSS WEAPON - HANDGUN,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,250
ANTHONY MASSI,UNLAWFUL POSS WEAPON-HANDGUNS,1825.0,6,10950,1825,1825,0.0,1825.0,1825,0.0,6,0,0,0,0.0,0.0,0,251
ANTHONY MASSI,UNLAWFUL POSSESSION OF WEAPONS,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,252
ANTHONY MASSI,WITNESS TAMPERING-TO CAUSE FLS,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,253
BENJAMIN C TELSEY,AGG ASSAULT W/ FIREARM,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,254
BENJAMIN C TELSEY,CONSPIRACY - AGREE/ENGAGE IN C,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,255
BENJAMIN C TELSEY,OBSTRUCT ADMIN OF LAW-OBSTRUCT,365.0,1,365,365,365,,365.0,365,0.0,1,0,0,0,,0.0,0,256
BENJAMIN C TELSEY,POSS CDS/ANALOG - SCHD I II II,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,257
BENJAMIN C TELSEY,POSS OF WEAPON FOR UNLAWFUL PU,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,258
BENJAMIN C TELSEY,RECEIVNG STOLEN PROP-KNOW PROP,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,259
BENJAMIN C TELSEY,THROWING BODILY FLUID AT LAW E,365.0,1,365,365,365,,365.0,365,0.0,1,0,0,0,,0.0,0,260
BENJAMIN C TELSEY,UNLAWFUL POSS WEAP - OTHER WEA,365.0,1,365,365,365,,365.0,365,0.0,1,0,0,0,,0.0,0,261
BENJAMIN C TELSEY,UNLAWFUL POSS WEAPON-HANDGUNS,1825.0,6,10950,1825,1825,0.0,1825.0,1825,0.0,6,0,0,0,0.0,0.0,0,262
BENJAMIN C TELSEY,UNLAWFUL POSSESSION OF WEAPONS,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,263
BENJAMIN S BUCCA,AGG ASSAULT - ON DOMESTIC VIOL,0.0,2,0,0,0,0.0,0.0,0,48.0,2,96,60,36,16.97056274847714,48.0,36,264
BENJAMIN S BUCCA,AGG ASSAULT W/ FIREARM,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,265
BENJAMIN S BUCCA,AGG ASSAULT-ATTEMPT/CAUSE BI W,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,266
BENJAMIN S BUCCA,AGG ASSAULT-ATTEMPT/CAUSE SIGN,775.0,2,1550,1460,90,968.7362902255701,775.0,90,18.0,2,36,36,0,25.45584412271571,18.0,0,267
BENJAMIN S BUCCA,AGGRAVATED MANSLAUGHTER-EXTREM,2920.0,1,2920,2920,2920,,2920.0,2920,0.0,1,0,0,0,,0.0,0,268
BENJAMIN S BUCCA,AGGRAVATED SEXUAL ASSAULT - VI,9125.0,1,9125,9125,9125,,9125.0,9125,0.0,1,0,0,0,,0.0,0,269
BENJAMIN S BUCCA,BURGLARY-ENTERING STRUCTURE ET,835.6666666666666,12,10028,1825,0,711.6610957130614,729.5,180,24.0,12,288,60,0,26.58776205153587,18.0,0,270
BENJAMIN S BUCCA,BURGLARY-REMAIN IN STRUCTURE E,912.5,2,1825,1825,0,1290.4698756654493,912.5,0,0.0,2,0,0,0,0.0,0.0,0,271
BENJAMIN S BUCCA,CARJACKING: THREATENS/COMMITS,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0,272
BENJAMIN S BUCCA,CAUSING SERIOUS INJURY DRIVING,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,273
BENJAMIN S BUCCA,CDS - MANU/DIST/PWID - HEROIN/,501.25,4,2005,1825,0,886.5699351996999,90.0,0,39.0,4,156,60,0,28.35489375751565,48.0,60,274
BENJAMIN S BUCCA,CERT PERSON NOT TO HAVE WEAP P,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,275
BENJAMIN S BUCCA,CONSPIRACY - AGREE/ENGAGE IN C,893.8,5,4469,1825,90,684.6310685325346,1095.0,1095,19.2,5,96,60,0,27.62607463973121,0.0,0,276
BENJAMIN S BUCCA,CONTEMPT-VIOLATE JUDICIAL/REST,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,277
BENJAMIN S BUCCA,CRIMINAL ATTEMPT - PURPOSELY E,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,278
BENJAMIN S BUCCA,CRIMINAL MISCHIEF-DAMAGE PROPE,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,36,0,25.45584412271571,18.0,0,279
BENJAMIN S BUCCA,CRIMINAL TRESPASS-PEERING INTO,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,280
BENJAMIN S BUCCA,CRUELTY TO ANIMALS-BOD INJ-FAI,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,281
BENJAMIN S BUCCA,CRUELTY TO ANIMALS-OWNER FAILS,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,282
BENJAMIN S BUCCA,DISORDERLY CONDUCT-IMPROP BEHA,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,283
BENJAMIN S BUCCA,DRUG-INDUCED DEATH - STRICT LI,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,284
BENJAMIN S BUCCA,ENDANGERING-ABUSE/NEGLECT OF A,0.0,2,0,0,0,0.0,0.0,0,42.0,2,84,60,24,25.45584412271571,42.0,24,285
BENJAMIN S BUCCA,ENDANGERING-SEXUAL CONDUCT WIT,547.5,2,1095,1095,0,774.2819253992695,547.5,0,0.0,2,0,0,0,0.0,0.0,0,286
BENJAMIN S BUCCA,ESCAPE-FROM DETENTION,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,287
BENJAMIN S BUCCA,HARASSMENT-COMMUNICATION IN MA,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,288
BENJAMIN S BUCCA,IDENTITY CRIME-REP SELF AS ANO,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,289
BENJAMIN S BUCCA,KNOWING LEAVING SCENE OF MV AC,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,290
BENJAMIN S BUCCA,MANSLAUGHTER-PASSION/PROVOCATI,7300.0,1,7300,7300,7300,,7300.0,7300,0.0,1,0,0,0,,0.0,0,291
BENJAMIN S BUCCA,OBSTRUCT ADMIN OF LAW-OBSTRUCT,0.0,3,0,0,0,0.0,0.0,0,32.0,3,96,60,0,30.199337741083,36.0,0,292
BENJAMIN S BUCCA,POSS CDS-FAILS TO GIVE CDS TO,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,293
BENJAMIN S BUCCA,POSS CDS/ANALOG - SCHD I II II,935.0,4,3740,2555,0,1188.5916035375649,592.5,0,2.5,4,10,10,0,5.0,0.0,0,294
BENJAMIN S BUCCA,POSS OF WEAPON FOR UNLAWFUL PU,2737.5,2,5475,3650,1825,1290.4698756654493,2737.5,1825,30.0,2,60,60,0,42.42640687119285,30.0,0,295
BENJAMIN S BUCCA,POSSESSION OF A FALSE GOVERNME,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,296
BENJAMIN S BUCCA,POSSESSION OF FIREARM WHILE CO,3285.0,2,6570,4745,1825,2064.7518010647186,3285.0,1825,0.0,2,0,0,0,0.0,0.0,0,297
BENJAMIN S BUCCA,RECEIVING STOLEN PROPERTY-VALU,0.0,3,0,0,0,0.0,0.0,0,32.0,3,96,60,0,30.199337741083,36.0,0,298
BENJAMIN S BUCCA,RECEIVNG STOLEN PROP-KNOW PROP,1094.6666666666667,3,3284,1825,364,730.5000570385558,1095.0,364,12.0,3,36,36,0,20.784609690826528,0.0,0,299
BENJAMIN S BUCCA,REGISTRATION OF SEX OFFENDERS-,450.0,1,450,450,450,,450.0,450,0.0,1,0,0,0,,0.0,0,300
BENJAMIN S BUCCA,RESIST ARR/ELUD-AFTER INSTRUCT,90.0,1,90,90,90,,90.0,90,36.0,1,36,36,36,,36.0,36,301
BENJAMIN S BUCCA,RESIST ARR/ELUD-FLIGHT PREVENT,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,302
BENJAMIN S BUCCA,RESIST ARR/ELUD-MV OP- RISK OF,2555.0,2,5110,2555,2555,0.0,2555.0,2555,0.0,2,0,0,0,0.0,0.0,0,303
BENJAMIN S BUCCA,SHOPLIFTING-CONCEAL MERCH-RETA,30.0,3,90,90,0,51.96152422706632,0.0,0,15.333333333333334,3,46,36,0,18.583146486355137,10.0,0,304
BENJAMIN S BUCCA,SHOPLIFTING-TAKE MERCH W/O PAY,912.5,6,5475,1095,0,447.03187805793,1095.0,1095,0.0,6,0,0,0,0.0,0.0,0,305
BENJAMIN S BUCCA,SHOPLIFTING-TAKE MERCH W/OUT P,270.0,2,540,540,0,381.8376618407357,270.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0,306
BENJAMIN S BUCCA,SPECIAL SENTENCE PSL/CSL - VIO,450.0,1,450,450,450,,450.0,450,0.0,1,0,0,0,,0.0,0,307
BENJAMIN S BUCCA,STALKING-STALKING IN VIOLATION,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,308
BENJAMIN S BUCCA,STRICT LIABILITY VEHICULAR HOM,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,309
BENJAMIN S BUCCA,TERRORISTIC THREATS-THREATEN I,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,310
BENJAMIN S BUCCA,THEFT BY UNLAWFL TAKNG-MOVABLE,364.6,5,1823,1095,0,447.0322136043442,364.0,0,26.4,5,132,60,0,26.015380066414558,36.0,0,311
BENJAMIN S BUCCA,THEFT BY UNLAWFUL TAKNG-MOVABL,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,312
BENJAMIN S BUCCA,THROWING BODILY FLUID AT LAW E,180.0,1,180,180,180,,180.0,180,0.0,1,0,0,0,,0.0,0,313
BENJAMIN S BUCCA,UNLAW TAKING MEANS OF CONVEYAN,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,314
BENJAMIN S BUCCA,UNLAWFUL POSS OF HANDGUN W/OUT,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,315
BENJAMIN S BUCCA,UNLAWFUL POSS WEAP - OTHER WEA,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,316
BENJAMIN S BUCCA,UNLAWFUL POSS WEAPON - HANDGUN,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,317
BENJAMIN S BUCCA,UNLAWFUL POSS WEAPON-HANDGUNS,1825.0,5,9125,1825,1825,0.0,1825.0,1825,0.0,5,0,0,0,0.0,0.0,0,318
BERNARD DELURY,CDS - MANU/DIST/PWID - HEROIN/,2920.0,1,2920,2920,2920,,2920.0,2920,0.0,1,0,0,0,,0.0,0,319
BERNARD DELURY,CONTEMPT - VIOLATE DV ORDER BY,45.0,1,45,45,45,,45.0,45,36.0,1,36,36,36,,36.0,36,320
BERNARD DELURY,CONTEMPT-VIOLATE JUDICIAL/REST,0.0,2,0,0,0,0.0,0.0,0,30.0,2,60,60,0,42.42640687119285,30.0,0,321
BERNARD DELURY,CRIMINAL RESTRAINT - RISK OF S,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,322
BERNARD DELURY,DRUG-INDUCED DEATH - STRICT LI,2190.0,1,2190,2190,2190,,2190.0,2190,0.0,1,0,0,0,,0.0,0,323
BERNARD DELURY,ENDANGERING-SEXUAL CONDUCT WIT,1277.5,2,2555,2555,0,1806.6578259316288,1277.5,0,0.0,2,0,0,0,0.0,0.0,0,324
BERNARD DELURY,HINDERING-ONESELF-OBSTRUCT OWN,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,325
BERNARD DELURY,MANUF/DISTR CDS OR INTENT TO M,4562.5,2,9125,9125,0,6452.349378327246,4562.5,0,0.0,2,0,0,0,0.0,0.0,0,326
BERNARD DELURY,POSS CDS/ANALOG - SCHD I II II,65.75,4,263,263,0,131.5,0.0,0,12.0,4,48,24,0,13.856406460551018,12.0,0,327
BERNARD DELURY,POSS OF WEAPON FOR UNLAWFUL PU,0.0,3,0,0,0,0.0,0.0,0,28.0,3,84,36,24,6.928203230275509,24.0,24,328
BERNARD DELURY,POSSESSION OF FIREARM WHILE CO,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,329
